"Date","Time","Segment","Symbol","Trade Type","Quantity","Trade Price (₹)","Trade Value  (₹)","Order id"
"08/02/2022","09:47 AM","NSE_CASH","TVSMOTOR","Sell","26","648.4","16858.399999999998","1300000001777347"
"08/02/2022","09:47 AM","NSE_CASH","TVSMOTOR","Sell","10","648.4","6484","1300000001777347"
"08/02/2022","09:47 AM","NSE_CASH","TVSMOTOR","Sell","26","648.4","16858.399999999998","1300000001777347"
"08/02/2022","09:47 AM","NSE_CASH","TVSMOTOR","Sell","18","648.4","11671.199999999999","1300000001777347"
"08/02/2022","09:47 AM","NSE_CASH","TVSMOTOR","Sell","10","648.4","6484","1300000001777347"
"08/02/2022","10:31 AM","NSE_CASH","TVSMOTOR","Buy","30","644.25","19327.5","1300000007487741"
"08/02/2022","10:31 AM","NSE_CASH","TVSMOTOR","Buy","2","644.35","1288.7","1300000007487741"
"08/02/2022","10:42 AM","NSE_CASH","TVSMOTOR","Buy","3","641","1923","1300000009603960"
"08/02/2022","09:29 AM","NSE_CASH","TVSMOTOR","Buy","500","652","326000","1300000002528959"
"08/02/2022","09:47 AM","NSE_CASH","TVSMOTOR","Sell","102","648.5","66147","1300000001777347"
"08/02/2022","09:47 AM","NSE_CASH","TVSMOTOR","Sell","4","648.5","2594","1300000001777347"
"08/02/2022","09:47 AM","NSE_CASH","TVSMOTOR","Sell","25","648.45","16211.250000000002","1300000001777347"
"08/02/2022","09:47 AM","NSE_CASH","TVSMOTOR","Sell","25","648.4","16210","1300000001777347"
"08/02/2022","09:59 AM","NSE_CASH","TVSMOTOR","Buy","149","643","95807","1300000005216182"
"08/02/2022","10:01 AM","NSE_CASH","TVSMOTOR","Buy","3","642.4","1927.1999999999998","1300000006104417"
"08/02/2022","10:01 AM","NSE_CASH","TVSMOTOR","Buy","3","642.4","1927.1999999999998","1300000006104417"
"08/02/2022","10:01 AM","NSE_CASH","TVSMOTOR","Buy","3","642.4","1927.1999999999998","1300000006104417"
"08/02/2022","10:01 AM","NSE_CASH","TVSMOTOR","Buy","3","642.4","1927.1999999999998","1300000006104417"
"08/02/2022","10:01 AM","NSE_CASH","TVSMOTOR","Buy","3","642.4","1927.1999999999998","1300000006104417"
"08/02/2022","10:01 AM","NSE_CASH","TVSMOTOR","Buy","3","642.4","1927.1999999999998","1300000006104417"
"08/02/2022","10:01 AM","NSE_CASH","TVSMOTOR","Buy","3","642.4","1927.1999999999998","1300000006104417"
"08/02/2022","10:01 AM","NSE_CASH","TVSMOTOR","Buy","3","642.4","1927.1999999999998","1300000006104417"
"08/02/2022","09:15 AM","NSE_CASH","TVSMOTOR","Buy","100","655.15","65515","1300000000272565"
"08/02/2022","10:01 AM","NSE_CASH","TVSMOTOR","Buy","3","642.4","1927.1999999999998","1300000006104417"
"08/02/2022","10:01 AM","NSE_CASH","TVSMOTOR","Buy","3","642.4","1927.1999999999998","1300000006104417"
"08/02/2022","10:01 AM","NSE_CASH","TVSMOTOR","Buy","3","642.4","1927.1999999999998","1300000006104417"
"08/02/2022","10:01 AM","NSE_CASH","TVSMOTOR","Buy","3","642.4","1927.1999999999998","1300000006104417"
"08/02/2022","10:01 AM","NSE_CASH","TVSMOTOR","Buy","3","642.4","1927.1999999999998","1300000006104417"
"08/02/2022","10:01 AM","NSE_CASH","TVSMOTOR","Buy","3","642.4","1927.1999999999998","1300000006104417"
"08/02/2022","10:06 AM","NSE_CASH","TVSMOTOR","Sell","100","645.25","64525","1300000006556863"
"08/02/2022","10:06 AM","NSE_CASH","TVSMOTOR","Sell","1","645.25","645.25","1300000006556863"
"09/02/2022","09:58 AM","NSE_CASH","GUJGASLTD","Buy","4","638.45","2553.8","1100000004519188"
"09/02/2022","09:58 AM","NSE_CASH","GUJGASLTD","Buy","3","638.45","1915.3500000000001","1100000004519188"
"09/02/2022","09:58 AM","NSE_CASH","GUJGASLTD","Buy","6","638.45","3830.7000000000003","1100000004519188"
"09/02/2022","09:58 AM","NSE_CASH","GUJGASLTD","Buy","4","637.9","2551.6","1100000004519188"
"09/02/2022","09:58 AM","NSE_CASH","GUJGASLTD","Buy","50","637.9","31895","1100000004519188"
